Reaction,Pvalue,Padj,Reject,FC
MAR02613,1.094516839708168e-96,2.3705030512776727e-96,True,1.0
MAR02330,7.621910611832312e-140,1.9464346956521614e-139,True,-1.0
MAR00361,0.0,0.0,True,0.8600686253484882
MAR02240,0.0,0.0,True,-0.8255372945638434
MAR04028,0.0,0.0,True,1.1523610648061164
MAR02239,0.0,0.0,True,-0.8279059175640067
MAR00398,0.0,0.0,True,1.0
MAR07993,0.0,0.0,True,1.0
MAR07874,0.0,0.0,True,1.2406160096667858
MAR03956,0.0,0.0,True,0.8810382389566703
MAR10179,1.2279568309794965e-100,2.6922252137907235e-100,True,1.0
MAR05535,0.0,0.0,True,31.07956123494026
MAR07882,0.0,0.0,True,1.7982275267899224
MAR06630,0.0,0.0,True,-0.9938477479519477
MAR05325,0.0,0.0,True,-0.9897797356828193
MAR00196,2.4605561027288845e-244,8.444411934399679e-244,True,1.1123384743643183
MAR07820,0.0,0.0,True,-1.0700673900030075
MAR07872,0.0,0.0,True,-1.402009724815886
MAR13066,0.0,0.0,True,-1.0
MAR00417,8.599856429911389e-243,2.9352451152707137e-242,True,-1.0
MAR05458,0.0,0.0,True,1.8765326830571325
MAR02197,0.0,0.0,True,0.8211878307474348
MAR00089,6.004339469183771e-33,9.566300750711053e-33,True,1.0
MAR05479,0.0,0.0,True,-2.897782120620576
MAR02236,0.0,0.0,True,-0.8267157507231133
MAR00681,9.704116365850591e-220,3.034056432681357e-219,True,-1.0
MAR00622,0.0,0.0,True,0.9999154941479698
MAR04312,0.0,0.0,True,1.0
MAR06044,0.0,0.0,True,-3.6451460591129257
MAR09386,5.817471443266706e-107,1.306443856971236e-106,True,1.0
MAR00211,0.0,0.0,True,-1.0
MAR01009,0.0,0.0,True,-0.9147923875432526
MAR07157,0.0,0.0,True,-1.0
MAR02682,0.0,0.0,True,1.0
MAR00105,0.0,0.0,True,-2.0493906901412013
MAR00455,0.0,0.0,True,1.3613411432033935
MAR05378,1.5702401851850447e-15,2.0905812497527678e-15,True,1.0
MAR04079,7.105707649012374e-78,1.4239952276534839e-77,True,1.0
MAR02265,1.5797675045356538e-267,5.847952409223229e-267,True,-1.0
MAR03398,7.173678985416219e-103,1.5797289557469961e-102,True,-1.0
MAR00671,0.0,0.0,True,-1.0
MAR05553,0.0,0.0,True,-5.362141070561835
MAR05075,0.0,0.0,True,1.0
MAR05471,0.0,0.0,True,1.9830182697383911
MAR00626,0.0,0.0,True,-1.0
MAR08733,0.0,0.0,True,-1.3519230402128197
MAR02250,0.0,0.0,True,-0.8528074442212119
MAR03837,0.0,0.0,True,-1.0
MAR13060,0.0,0.0,True,-1.0
MAR02334,6.50572848195579e-132,1.6102968811983825e-131,True,-1.0
MAR03186,0.0,0.0,True,1.0
MAR03280,1.7492235820299696e-06,1.9712343437961945e-06,True,1.0
MAR12013,0.0,0.0,True,-1.0
MAR00125,0.0,0.0,True,-21.268512585529507
MAR00818,5.76431020842028e-85,1.1866298655122606e-84,True,-1.0
MAR02675,0.0,0.0,True,-1.0
MAR01939,0.0,0.0,True,-1.0
MAR05486,0.0,0.0,True,21.687599890131846
MAR00305,1.531798402842041e-254,5.444212272209248e-254,True,1.0
MAR04295,0.0,0.0,True,1.0
MAR02237,0.0,0.0,True,-0.8222399893397293
MAR03328,2.954780090542833e-124,7.136666336790289e-124,True,-1.0
MAR00271,0.0,0.0,True,1.0
MAR04077,0.0,0.0,True,1.0
MAR00329,1.5075361928992265e-258,5.435408672375101e-258,True,-1.0
MAR11726,0.0,0.0,True,-1.0
MAR03283,1.690722046468961e-05,1.8681804720726564e-05,True,1.0
MAR02253,0.0,0.0,True,-0.8368837492391966
MAR02324,1.5860009962863472e-134,3.9570724857344364e-134,True,-1.0
MAR05460,0.0,0.0,True,6.4410732918245595
MAR05577,5.2412442104666635e-281,2.0087410606934446e-280,True,-3.8761806711732762
MAR02674,4.681876278690443e-148,1.2270253482492285e-147,True,1.0
MAR06043,0.0,0.0,True,-0.9454396971554976
MAR00223,0.0,0.0,True,1.0
MAR06023,0.0,0.0,True,-1.4016626818598685
MAR02255,0.0,0.0,True,-0.8636341780064433
MAR00778,1.5860009962863472e-134,3.9570724857344364e-134,True,-1.0
MAR02249,0.0,0.0,True,-0.8538672975888103
MAR00710,0.0,0.0,True,-0.922969979735143
MAR02605,2.545028969775287e-103,5.609405724018852e-103,True,-3.2352941176470593
MAR00353,0.0,0.0,True,1.0
MAR05552,0.0,0.0,True,-1.2048215343763613
MAR02380,0.0,0.0,True,-1.0
MAR03845,0.0,0.0,True,1.0007162415211655
MAR01692,6.223712835253941e-236,2.0787367501952587e-235,True,1.0
MAR04874,0.0,0.0,True,-3.7750450467185557
MAR02234,0.0,0.0,True,-0.8249020834019023
MAR00335,0.0,0.0,True,-1.0
MAR00107,0.0,0.0,True,0.9294972453397156
MAR06530,3.866163455650273e-91,8.160810339972446e-91,True,-1.0
MAR02624,9.623755032161114e-258,3.449894943281893e-257,True,0.9483120572898177
MAR12843,8.22523681091035e-119,1.9563361147017466e-118,True,1.0
MAR04211,0.0,0.0,True,1.0
MAR11727,0.0,0.0,True,-1.0
MAR08098,3.677996330485201e-84,7.534155044795219e-84,True,-1.0
MAR02369,0.0,0.0,True,-1.0
MAR04871,0.0,0.0,True,2.9075661734586884
MAR00845,0.0,0.0,True,-1.0
MAR06883,0.0,0.0,True,1.0
MAR05556,0.0,0.0,True,4.108478085560072
MAR01700,1.7943295882682484e-228,5.79152952487617e-228,True,1.0
MAR09253,7.44e-321,3.0785e-320,True,-0.8635131805863512
MAR05467,0.0,0.0,True,-1.9448134838516609
MAR00313,2.7492040497230273e-145,7.137631741996829e-145,True,1.0
MAR09091,0.0,0.0,True,1.0
MAR06008,0.0,0.0,True,-1.4585983318278835
MAR10036,0.0,0.0,True,1.0161419149493147
MAR02342,0.0,0.0,True,-1.0
MAR02258,0.0,0.0,True,-0.861818885074699
MAR04075,1.0803862970983087e-230,3.537485316614541e-230,True,1.0
MAR09216,0.0,0.0,True,-1.0
MAR02251,0.0,0.0,True,-0.8536430834213306
MAR02264,8.696354510115212e-262,3.158283042610983e-261,True,-1.0
MAR00682,0.0,0.0,True,-1.0
MAR00331,0.0,0.0,True,-0.9687355512010393
MAR02399,1.0010596819739184e-239,3.393537916474085e-239,True,1.0
MAR10451,0.0,0.0,True,-0.8668314537308822
MAR03326,2.8513106707793296e-126,6.9405074376531e-126,True,-1.0
MAR00287,0.0,0.0,True,1.0
MAR11793,4.6808597738937573e-265,1.7250731367599594e-264,True,-1.0
MAR00231,0.0,0.0,True,1.0
MAR05037,0.0,0.0,True,1.0
MAR06003,0.0,0.0,True,-1.0311397603953818
MAR07757,0.0,0.0,True,-0.8232939763858316
MAR00425,0.0,0.0,True,-1.0
MAR00358,1.9730820464735348e-36,3.232330732732416e-36,True,1.0
MAR06039,0.0,0.0,True,1.1187657930296184
MAR00788,1.6854754603285594e-147,4.403414946093985e-147,True,-1.0
MAR03329,5.313103337559263e-134,1.321654319761751e-133,True,-1.0
MAR05358,2.0224359298863315e-115,4.715866958005979e-115,True,1.0
MAR03293,1.3787445928064639e-06,1.5614924008407297e-06,True,1.0
MAR02622,0.0,0.0,True,-1.0
MAR11908,2.7050466431246426e-279,1.0319711581951045e-278,True,-1.0
MAR05461,2.1489890211363644e-131,5.308641195777455e-131,True,1.760043836116668
MAR02035,3.1175017620540427e-196,9.204931238254245e-196,True,-0.8654434250764527
MAR00215,0.0,0.0,True,-1.0
MAR08676,6.059523534333059e-37,9.959493556100778e-37,True,-2.5616208606136244
MAR09901,0.0,0.0,True,1.0
MAR05390,0.0,0.0,True,1.0
MAR00670,1.2221860773260014e-212,3.7461354581429646e-212,True,-1.0
MAR02266,3.476699126770538e-269,1.290828024001859e-268,True,-1.0
MAR00309,1.0933549575446113e-236,3.661638414864168e-236,True,1.0
MAR00241,5.9614800888747065e-230,1.9417614649794248e-229,True,-1.0
MAR02336,6.049929117922466e-147,1.5772803708690234e-146,True,-1.0
MAR01553,0.0,0.0,True,1.0
MAR02607,1.6742141653587323e-106,3.7496986917145757e-106,True,3.327137546468403
MAR00255,5.515494869858024e-114,1.2777307056913435e-113,True,-1.0
MAR05188,2.6255784492506013e-11,3.257492904465564e-11,True,1.0
MAR00219,0.0,0.0,True,-1.0
MAR07885,0.0,0.0,True,1.3108339542369076
MAR04633,0.0,0.0,True,-0.8266620630486414
MAR01874,0.0,0.0,True,-1.0
MAR02660,0.0,0.0,True,-2.0791979949874686
MAR08214,0.0,0.0,True,-1.0
MAR02326,3.0940781182944927e-138,7.853229811947873e-138,True,-1.0
MAR03053,3.4501915758212364e-144,8.911209090759818e-144,True,-1.0
MAR02603,0.0,0.0,True,1.2563214409421544
MAR00837,3.476699126770538e-269,1.290828024001859e-268,True,1.0
MAR05111,4.265582629717994e-14,5.540150266083495e-14,True,1.0
MAR04480,0.0,0.0,True,0.8516381099635051
MAR00650,3.4882693423303045e-27,5.281087384171183e-27,True,1.0
MAR04880,9.185171040635447e-122,2.2035578602293695e-121,True,1.0
MAR05575,0.0,0.0,True,4.113061949060462
MAR05942,0.0,0.0,True,0.9039513252655156
MAR00350,0.0,0.0,True,1.0
MAR02252,0.0,0.0,True,-0.8555478018143754
MAR02528,7.616605126266247e-130,1.86857716716168e-129,True,-1.0
MAR06031,0.0,0.0,True,0.8648209992723461
MAR06250,3.433746373578779e-33,5.4812522086238345e-33,True,-1.0
MAR02684,0.0,0.0,True,1.0
MAR05208,0.0,0.0,True,1.0
MAR09300,0.0,0.0,True,-1.0
MAR02609,5.568767486084818e-92,1.1814689521923148e-91,True,-0.934852033212689
MAR09044,0.0,0.0,True,0.9827959979522055
MAR09143,0.0,0.0,True,1.0
MAR04073,0.0,0.0,True,1.0
MAR00192,2.968800778577628e-96,6.424247998743437e-96,True,-1.443496801705757
MAR05464,0.0,0.0,True,-1.322856698578652
MAR00110,0.0,0.0,True,-2.3707174759018232
MAR02686,0.0,0.0,True,-1.0
MAR02672,1.6854754603285594e-147,4.403414946093985e-147,True,-1.0
