"","Gene_Symbol","Gene_Length"
"3555","ENSG00000135999",142576
"3556","ENSG00000119888",17880
"3557","ENSG00000086289",31379
"3558","ENSG00000152223",119731
"3559","ENSG00000182585",8333
"3560","ENSG00000146904",17780
"3561","ENSG00000229153",115634
"3562","ENSG00000142627",31750
"3563","ENSG00000116106",154263
"3564","ENSG00000154928",465208
"3565","ENSG00000182580",20609
"3566","ENSG00000196411",24956
"3567","ENSG00000106123",16055
"3568","ENSG00000143819",35465
"3569","ENSG00000120915",53920
"3570","ENSG00000112425",110551
"3571","ENSG00000178567",7438
"3572","ENSG00000063245",20572
"3573","ENSG00000072134",99338
"3574","ENSG00000187266",7137
"3575","ENSG00000261150",7522
"3577","ENSG00000085832",165060
"3578","ENSG00000127527",116768
"3579","ENSG00000151491",169435
"3580","ENSG00000177106",21607
"3581","ENSG00000133106",105883
"3583","ENSG00000121053",12446
"3584","ENSG00000132591",6029
"3585","ENSG00000164307",53334
"3586","ENSG00000164308",43762
"3587","ENSG00000141736",40522
"3589","ENSG00000082805",504695
"3590","ENSG00000012061",16586
"3591","ENSG00000104884",19196
"3592","ENSG00000163161",36886
"3593","ENSG00000175595",32191
"3594","ENSG00000134899",30160
"3595","ENSG00000225830",82656
"3596","ENSG00000186871",34351
"3597","ENSG00000182150",93222
"3598","ENSG00000049167",71246
"3599","ENSG00000124882",23617
"3600","ENSG00000105722",7592
"3601","ENSG00000157554",294521
"3602","ENSG00000113719",118465
"3603","ENSG00000087502",40564
"3604","ENSG00000125991",15627
"3605","ENSG00000100632",18181
"3606","ENSG00000104626",30535
"3607","ENSG00000196678",26280
"3608","ENSG00000117419",134197
"3609","ENSG00000104714",67026
"3610","ENSG00000068912",31888
"3611","ENSG00000107566",35967
"3612","ENSG00000147475",21222
"3613","ENSG00000164010",27884
"3614","ENSG00000136541",9021
"3615","ENSG00000099219",48509
"3616","ENSG00000178607",87112
"3619","ENSG00000139055",24487
"3620","ENSG00000089248",9872
"3621","ENSG00000023318",119867
"3622","ENSG00000213462",16391
"3623","ENSG00000244476",9349
"3625","ENSG00000141446",71431
"3626","ENSG00000171320",30366
"3627","ENSG00000139684",25976
"3628","ENSG00000135476",25344
"3629","ENSG00000187017",36156
"3630","ENSG00000091831",412777
"3631","ENSG00000103067",7686
"3632","ENSG00000173153",11166
"3633","ENSG00000119715",130490
"3634","ENSG00000139641",16474
"3635","ENSG00000117868",98630
"3636","ENSG00000158220",43841
"3637","ENSG00000143971",13091
"3638","ENSG00000120705",37207
"3639","ENSG00000140374",95181
"3640","ENSG00000105379",21263
"3641","ENSG00000171503",36564
"3642","ENSG00000105755",20525
"3643","ENSG00000139163",65532
"3644","ENSG00000143845",21117
"3645","ENSG00000134954",128797
"3646","ENSG00000157557",19647
"3647","ENSG00000105672",3126
"3648","ENSG00000117036",13924
"3649","ENSG00000244405",62795
"3650","ENSG00000139083",245537
"3651","ENSG00000142694",2123
"3652","ENSG00000166979",102945
"3653","ENSG00000072840",103107
"3654","ENSG00000173040",147129
"3655","ENSG00000126860",5339
"3656","ENSG00000185862",10342
"3657","ENSG00000067208",283708
"3658","ENSG00000142459",34701
"3659","ENSG00000196405",78822
"3660","ENSG00000167880",20580
"3661","ENSG00000106038",4028
"3662","ENSG00000182944",32517
"3663","ENSG00000081177",52543
"3664","ENSG00000187609",116366
"3665","ENSG00000174371",41748
"3666","ENSG00000164002",7781
"3667","ENSG00000090989",51428
"3668","ENSG00000112685",208003
"3669","ENSG00000180104",24075
"3670","ENSG00000205436",10413
"3671","ENSG00000131558",812690
"3672","ENSG00000070367",66423
"3673","ENSG00000138190",224781
"3674","ENSG00000144036",646733
"3675","ENSG00000182473",22782
"3676","ENSG00000116903",5096
"3677","ENSG00000157036",30033
"3678","ENSG00000171311",10102
"3679","ENSG00000171824",33262
"3680","ENSG00000130713",11294
"3681","ENSG00000107371",5378
"3682","ENSG00000178896",2029
"3683","ENSG00000077348",10980
"3684","ENSG00000223496",1699
"3685","ENSG00000075914",36417
"3686","ENSG00000120699",9073
"3687","ENSG00000123737",15704
"3688","ENSG00000110723",88216
"3689","ENSG00000182197",312456
"3690","ENSG00000151348",149881
"3691","ENSG00000162694",22807
"3692","ENSG00000012232",52217
"3693","ENSG00000158161",118293
"3694","ENSG00000188107",1987242
"3695","ENSG00000108799",44778
"3696","ENSG00000106462",76977
"3697","ENSG00000092820",53683
"3698","ENSG00000158769",26132
"3699","ENSG00000131187",7438
"3700","ENSG00000124491",176613
"3701","ENSG00000181104",19727
"3702","ENSG00000164251",16307
"3703","ENSG00000127533",3004
"3704","ENSG00000185010",186934
"3705","ENSG00000117480",19581
"3706","ENSG00000165591",202519
"3707","ENSG00000164687",4294
"3708","ENSG00000168040",4239
"3709","ENSG00000149485",17432
"3710","ENSG00000134824",39112
"3711","ENSG00000221968",18008
"3712","ENSG00000185104",519001
"3713","ENSG00000113194",61719
"3714","ENSG00000103876",33691
"3715","ENSG00000180185",12978
"3716","ENSG00000115042",10431
"3717","ENSG00000144199",11259
"3719","ENSG00000158234",24671
"3726","ENSG00000133193",25041
"3727","ENSG00000182518",18093
"3730","ENSG00000065809",256337
"3736","ENSG00000125898",12566
"3737","ENSG00000197245",3608
"3738","ENSG00000166801",12193
"3739","ENSG00000189057",20230
"3740","ENSG00000055147",47228
"3743","ENSG00000121104",53831
"3744","ENSG00000138439",134579
"3745","ENSG00000100376",32755
"3746","ENSG00000197798",51260
"3747","ENSG00000048828",114224
"3748","ENSG00000188938",7092
"3749","ENSG00000112584",98393
"3750","ENSG00000184083",114957
"3754","ENSG00000124019",23296
"3763","ENSG00000175182",10346
"3764","ENSG00000159784",9347
"3765","ENSG00000234545",29634
"3770","ENSG00000082269",147770
"3771","ENSG00000035141",6112
"3772","ENSG00000138640",331241
"3773","ENSG00000248019",20314
"3774","ENSG00000031003",95160
"3775","ENSG00000138286",74062
"3776","ENSG00000162391",14350
"3782","ENSG00000170264",29295
"3783","ENSG00000156050",17422
"3784","ENSG00000114023",25938
"3785","ENSG00000196990",1831
"3786","ENSG00000188163",4185
"3787","ENSG00000215187",2069
"3788","ENSG00000154319",45303
"3789","ENSG00000054965",192200
"3790","ENSG00000152102",45555
"3791","ENSG00000198780",89264
"3792","ENSG00000161682",10134
"3793","ENSG00000144369",69723
"3794","ENSG00000113391",493973
"3797","ENSG00000174132",51316
"3798","ENSG00000185442",38352
"3801","ENSG00000151327",38476
"3803","ENSG00000168754",110682
"3806","ENSG00000140067",10714
"3807","ENSG00000111879",189362
"3808","ENSG00000047662",149426
"3809","ENSG00000222011",60273
"3810","ENSG00000135436",22775
"3815","ENSG00000125386",107143
"3816","ENSG00000146067",34758
"3823","ENSG00000123575",29426
"3826","ENSG00000237765",8718
"3829","ENSG00000165669",33267
"3834","ENSG00000108950",65838
"3835","ENSG00000116199",50628
"3836","ENSG00000177150",63245
"3837","ENSG00000124098",9735
"3846","ENSG00000204856",21960
"3847","ENSG00000196227",14883
"3848","ENSG00000164970",60386
"3849","ENSG00000178761",7134
"3852","ENSG00000178397",19550
"3853","ENSG00000188732",22520
"3854","ENSG00000139438",56125
"3855","ENSG00000173065",86845
"3857","ENSG00000184949",78509
"3858","ENSG00000219626",46157
"3859","ENSG00000225828",973
"3860","ENSG00000203778",15319
"3862","ENSG00000213185",30547
"3863","ENSG00000286088",47486
"3866","ENSG00000105058",6622
"3868","ENSG00000071889",11239
"3869","ENSG00000196937",47517
"3870","ENSG00000185112",3144
"3879","ENSG00000272414",59430
"3882","ENSG00000071859",6529
"3883","ENSG00000145945",1919
"3884","ENSG00000174137",44380
"3885","ENSG00000189319",125067
"3886","ENSG00000120709",12194
"3897","ENSG00000215374",53743
"3898","ENSG00000226711",20791
"3902","ENSG00000188610",16676
"3905","ENSG00000009780",36933
"3906","ENSG00000077458",20848
"3907","ENSG00000126882",18441
"3908","ENSG00000168143",98328
"3909","ENSG00000101447",26748
"3910","ENSG00000105523",12837
"3911","ENSG00000180921",9811
"3914","ENSG00000186523",12011
"3915","ENSG00000145002",10728
"3916","ENSG00000291049",16295
"3918","ENSG00000290994",13569
"3919","ENSG00000291223",13563
"3920","ENSG00000290374",13479
"3922","ENSG00000291081",13651
"3923","ENSG00000291071",13423
"3924","ENSG00000182118",21291
"3925","ENSG00000176973",1849
"3926","ENSG00000137414",11432
"3927","ENSG00000176853",46808
"3931","ENSG00000119812",15633
"3932","ENSG00000171262",30735
"3933","ENSG00000130244",5953
"3934","ENSG00000198690",39255
"3935","ENSG00000187741",79106
"3936","ENSG00000181544",29655
"3937","ENSG00000158169",218655
"3938","ENSG00000144554",75501
"3939","ENSG00000112039",14743
"3940","ENSG00000183161",3308
"3941","ENSG00000221829",6178
"3942","ENSG00000140525",73168
"3943","ENSG00000115392",82137
"3944","ENSG00000187790",64957
"3945","ENSG00000197601",63687
"3946","ENSG00000064763",186613
"3947","ENSG00000006607",138592
"3948","ENSG00000145982",510232
"3949","ENSG00000179115",11274
"3950","ENSG00000116120",84665
"3951","ENSG00000026103",25254
"3953","ENSG00000169710",19892
"3954","ENSG00000164896",4262
"3955","ENSG00000138399",44161
"3956","ENSG00000118246",30799
"3957","ENSG00000124279",9878
"3958","ENSG00000215251",13367
"3959","ENSG00000083857",136050
"3960","ENSG00000086570",64852
"3961","ENSG00000165323",544373
"3962","ENSG00000196159",176520
"3963","ENSG00000149806",1573
"3964","ENSG00000188878",30501
"3965","ENSG00000105202",11961
"3966","ENSG00000163520",89297
"3967","ENSG00000140092",78291
"3968","ENSG00000166147",237482
"3969","ENSG00000138829",280134
"3970","ENSG00000165140",37110
"3971","ENSG00000156860",6353
"3972","ENSG00000112787",94616
"3973","ENSG00000127452",8788
"3974","ENSG00000171823",28172
"3975","ENSG00000107872",3322
"3976","ENSG00000127585",13325
"3977","ENSG00000145743",523065
"3978","ENSG00000155034",37971
"3979","ENSG00000099364",25712
"3980","ENSG00000260852",3950
"3981","ENSG00000153558",109823
"3982","ENSG00000108306",149012
"3983","ENSG00000005812",21942
"3984","ENSG00000112234",74248
"3985","ENSG00000118564",51028
"3986","ENSG00000182325",3095
"3987","ENSG00000135722",4186
"3988","ENSG00000147912",65361
"3989","ENSG00000138081",98873
"3991","ENSG00000135108",46715
"3992","ENSG00000167196",31408
"3994","ENSG00000106336",14784
"3995","ENSG00000147364",63067
"3996","ENSG00000143756",47960
"3997","ENSG00000110429",33581
"3998","ENSG00000118496",16649
"3999","ENSG00000103264",62766
"4000","ENSG00000156804",43366
"4001","ENSG00000165355",36127
"4002","ENSG00000178974",82308
"4003","ENSG00000153832",90618
"4004","ENSG00000145868",58901
"4005","ENSG00000151876",16316
"4006","ENSG00000163013",14948
"4007","ENSG00000037637",102389
"4008","ENSG00000132879",8952
"4009","ENSG00000174013",20205
"4010","ENSG00000177051",20264
"4011","ENSG00000112029",13082
"4012","ENSG00000116663",10259
"4013","ENSG00000100225",24111
"4014","ENSG00000164117",47592
"4015","ENSG00000112146",35874
"4016","ENSG00000072803",145321
"4017","ENSG00000119402",36486
"4018","ENSG00000107829",84322
"4019","ENSG00000230701",2232
"4020","ENSG00000159069",4321
"4021","ENSG00000109670",213983
"4022","ENSG00000174989",120192
"4023","ENSG00000132004",7725
"4024","ENSG00000186431",16290
"4025","ENSG00000179639",18510
"4026","ENSG00000158869",3951
"4027","ENSG00000104921",13389
"4028","ENSG00000119616",23540
"4029","ENSG00000143226",14155
"4030","ENSG00000072694",15539
"4032","ENSG00000203747",8862
"4033","ENSG00000104870",14149
"4034","ENSG00000130475",40850
"4035","ENSG00000157107",134541
"4036","ENSG00000197948",12117
"4037","ENSG00000137478",305353
"4038","ENSG00000085265",8375
"4039","ENSG00000160339",6708
"4040","ENSG00000163534",25746
"4041","ENSG00000132185",7380
"4042","ENSG00000162746",5476
"4043","ENSG00000079459",36628
"4044","ENSG00000160752",11918
"4045","ENSG00000137714",34947
"4047","ENSG00000255561",5401
"4048","ENSG00000161513",10537
"4049","ENSG00000066926",41896
"4050","ENSG00000141965",3843
"4051","ENSG00000169018",13499
"4052","ENSG00000145780",23983
"4053","ENSG00000168496",4605
"4054","ENSG00000268388",34335
"4055","ENSG00000151422",439850
"4056","ENSG00000181171",56645
"4057","ENSG00000101311",48699
"4058","ENSG00000149781",17211
"4059","ENSG00000182511",11341
"4060","ENSG00000171055",45928
"4061","ENSG00000126262",2052
"4062","ENSG00000185897",1901
"4063","ENSG00000186188",23407
"4064","ENSG00000102302",50712
"4065","ENSG00000146192",23422
"4066","ENSG00000127084",88917
"4067","ENSG00000139132",143943
"4068","ENSG00000154783",115603
"4069","ENSG00000225733",5662
"4070","ENSG00000180263",140715
"4071","ENSG00000272143",1127
"4072","ENSG00000174721",2913
"4073","ENSG00000077782",57696
"4075","ENSG00000111790",28276
"4076","ENSG00000068078",15560
"4077","ENSG00000127418",15076
"4078","ENSG00000172456",465777
"4079","ENSG00000127951",6462
"4080","ENSG00000000938",22926
"4081","ENSG00000091483",22228
"4082","ENSG00000137460",36713
"4083","ENSG00000189283",1502097
"4084","ENSG00000022267",64657
"4085","ENSG00000115641",77947
"4086","ENSG00000183386",8745
"4087","ENSG00000135723",18133
"4088","ENSG00000172500",4799
"4089","ENSG00000198855",4329
"4090","ENSG00000112367",134210
"4091","ENSG00000132436",6256
"4092","ENSG00000261308",14025
"4093","ENSG00000168386",281361
"4094","ENSG00000145216",82283
"4095","ENSG00000214253",5478
"4096","ENSG00000139914",1383
"4097","ENSG00000197296",4692
"4098","ENSG00000179943",8156
"4099","ENSG00000179431",2686
"4100","ENSG00000141756",10507
"4101","ENSG00000134285",3588
"4102","ENSG00000106080",16218
"4103","ENSG00000119321",55841
"4104","ENSG00000088832",24195
"4107","ENSG00000119782",13966
"4108","ENSG00000173486",3194
"4109","ENSG00000100442",18930
"4110","ENSG00000004478",10479
"4111","ENSG00000096060",154998
"4112","ENSG00000079150",14964
"4113","ENSG00000105701",11815
"4114","ENSG00000122642",49538
"4115","ENSG00000204315",1583
"4116","ENSG00000181027",12529
"4117","ENSG00000106692",82988
"4118","ENSG00000160688",9817
"4119","ENSG00000154803",24975
"4120","ENSG00000151702",126732
"4122","ENSG00000177731",14099
"4126","ENSG00000177340",1629
"4128","ENSG00000254531",1106
"4143","ENSG00000279943",2458
"4147","ENSG00000279891",2265
"4150","ENSG00000248599",24197
"4155","ENSG00000196924",26106
"4156","ENSG00000136068",163855
"4157","ENSG00000137312",14942
"4158","ENSG00000132589",18358
"4159","ENSG00000126500",15283
"4160","ENSG00000122025",97318
"4161","ENSG00000090554",12022
"4162","ENSG00000162769",41108
"4163","ENSG00000059122",39229
"4164","ENSG00000162076",16187
"4165","ENSG00000248905",302338
"4166","ENSG00000184922",25391
"4167","ENSG00000157827",314597
"4168","ENSG00000161791",69473
"4169","ENSG00000076258",27737
"4170","ENSG00000131781",41346
"4171","ENSG00000102081",39178
"4172","ENSG00000268066",12727
"4173","ENSG00000167363",15621
"4174","ENSG00000141560",11311
"4175","ENSG00000187239",156007
"4176","ENSG00000137942",106530
"4177","ENSG00000109920",50924
"4178","ENSG00000102531",233867
"4179","ENSG00000075420",361074
"4180","ENSG00000172568",4122
"4181","ENSG00000217128",155349
"4182","ENSG00000052795",137772
"4183","ENSG00000168522",29490
"4184","ENSG00000257365",75863
"4185","ENSG00000188352",337645
"4186","ENSG00000086205",62035
"4187","ENSG00000165457",5175
"4190","ENSG00000170345",3456
"4191","ENSG00000125740",7184
"4192","ENSG00000175592",8305
"4193","ENSG00000075426",21737
"4194","ENSG00000186564",4674
"4195","ENSG00000129654",4965
"4196","ENSG00000065970",22759
"4197","ENSG00000198815",159338
"4198","ENSG00000164916",89144
"4199","ENSG00000141568",84889
"4200","ENSG00000111206",19474
"4201","ENSG00000170802",64639
"4202","ENSG00000053254",462978
"4203","ENSG00000258920",2439
"4204","ENSG00000150907",110933
"4205","ENSG00000118689",124945
"4206","ENSG00000240445",7258
"4207","ENSG00000184481",7385
"4208","ENSG00000114861",629275
"4209","ENSG00000137166",55958
"4210","ENSG00000110074",9092
"4211","ENSG00000100350",19915
"4212","ENSG00000136877",11402
"4213","ENSG00000254685",10252
"4214","ENSG00000171051",6127
"4215","ENSG00000148690",34689
"4216","ENSG00000165879",2650
"4217","ENSG00000181274",2204
"4218","ENSG00000164946",176329
"4219","ENSG00000150893",200094
"4220","ENSG00000109536",22385
"4222","ENSG00000111816",119228
"4223","ENSG00000172159",295443
"4224","ENSG00000151474",687160
"4225","ENSG00000114541",216284
"4226","ENSG00000139926",241605
"4227","ENSG00000258537",2226
"4228","ENSG00000126391",26954
"4229","ENSG00000156869",57090
"4230","ENSG00000166225",109433
"4231","ENSG00000137218",9716
"4232","ENSG00000073910",265339
"4233","ENSG00000075539",282936
"4234","ENSG00000162998",33493
"4235","ENSG00000075618",13851
"4236","ENSG00000105255",19252
"4237","ENSG00000106701",101070
"4238","ENSG00000188738",94661
"4239","ENSG00000163430",56857
"4240","ENSG00000070404",7003
"4241","ENSG00000167996",3375
"4242","ENSG00000087086",1570
"4243","ENSG00000140718",410504
"4244","ENSG00000068438",10203
"4246","ENSG00000108592",8238
"4249","ENSG00000230590",265438
"4250","ENSG00000162613",31186
"4251","ENSG00000107164",58779
"4252","ENSG00000179163",23287
"4253","ENSG00000001036",17071
"4255","ENSG00000069509",19336
"4256","ENSG00000165775",30127
"4258","ENSG00000148803",2871
"4259","ENSG00000140564",14802
"4260","ENSG00000089280",14761
"4261","ENSG00000174951",7379
"4262","ENSG00000172728",102320
"4263","ENSG00000196968",3927
"4264","ENSG00000196371",6047
"4265","ENSG00000180549",2666
"4266","ENSG00000033170",333529
"4268","ENSG00000010361",6443
"4269","ENSG00000165060",64615
"4270","ENSG00000114416",70305
"4271","ENSG00000129245",23667
"4272","ENSG00000089327",15163
"4273","ENSG00000137726",40510
"4275","ENSG00000163820",77925
"4276","ENSG00000010810",213120
"4277","ENSG00000122068",34893
"4278","ENSG00000157240",4349
"4279","ENSG00000104290",80063
"4280","ENSG00000163251",6833
"4281","ENSG00000164930",34433
"4282","ENSG00000155760",3850
"4283","ENSG00000177283",3185
"4284","ENSG00000105325",30460
"4285","ENSG00000123689",1065
"4286","ENSG00000092140",60717
"4287","ENSG00000145907",33439
"4288","ENSG00000138757",30714
"4289","ENSG00000152254",8760
"4290","ENSG00000141349",5614
"4291","ENSG00000160211",16181
"4292","ENSG00000171298",18324
"4293","ENSG00000109458",137735
"4294","ENSG00000033327",202532
"4295","ENSG00000160219",75821
"4296","ENSG00000170296",2015
"4297","ENSG00000139112",10235
"4298","ENSG00000034713",11530
"4299","ENSG00000204681",30957
"4300","ENSG00000154727",37513
"4301","ENSG00000104064",78216
"4303","ENSG00000143458",47927
"4304","ENSG00000145863",16940
"4305","ENSG00000128683",44459
"4306","ENSG00000116717",3161
"4307","ENSG00000099860",2134
"4308","ENSG00000130222",1542
"4309","ENSG00000179271",3098
"4310","ENSG00000178950",83109
"4311","ENSG00000197093",9508
"4312","ENSG00000054983",60651
"4313","ENSG00000117308",5205
"4314","ENSG00000108479",7262
"4315","ENSG00000156958",174026
"4316","ENSG00000143891",68857
"4317","ENSG00000141012",43232
"4318","ENSG00000141429",57265
"4319","ENSG00000164574",230248
"4320","ENSG00000178234",96649
"4321","ENSG00000119514",42382
"4322","ENSG00000158089",228261
"4323","ENSG00000143641",214919
"4324","ENSG00000115339",46490
"4325","ENSG00000257594",5393
"4326","ENSG00000139629",39367
"4327","ENSG00000109586",155214
"4328","ENSG00000182687",2681
"4329","ENSG00000213930",4009
"4330","ENSG00000130005",4544
"4331","ENSG00000261609",65232
"4332","ENSG00000089597",21806
"4333","ENSG00000214013",79498
"4334","ENSG00000111640",3952
"4335","ENSG00000105679",11907
"4336","ENSG00000175857",4855
"4337","ENSG00000165219",103179
"4338","ENSG00000109534",9227
"4340","ENSG00000159131",38960
"4341","ENSG00000185340",5777
"4342","ENSG00000234741",4086
"4344","ENSG00000183087",43524
"4346","ENSG00000007237",287942
"4347","ENSG00000141013",22371
"4348","ENSG00000102145",7735
"4349","ENSG00000179348",13765
"4350","ENSG00000157259",12619
"4351","ENSG00000167491",123099
"4352","ENSG00000143614",118248
"4353","ENSG00000257218",17315
"4354","ENSG00000171766",17658
"4358","ENSG00000070610",12362
"4359","ENSG00000291137",13709
"4361","ENSG00000114480",272100
"4362","ENSG00000107862",137401
"4363","ENSG00000148288",10961
"4364","ENSG00000117228",13056
"4365","ENSG00000290525",17255
"4366","ENSG00000162645",18489
"4367","ENSG00000117226",16189
"4368","ENSG00000162654",17802
"4369","ENSG00000154451",13910
"4370","ENSG00000115271",18565
"4371","ENSG00000100116",9271
"4372","ENSG00000179562",4972
"4373","ENSG00000135968",60277
"4374","ENSG00000105607",8809
"4375","ENSG00000005436",48279
"4376","ENSG00000131979",60818
"4377","ENSG00000137880",3626
"4378","ENSG00000001084",47787
"4379","ENSG00000023909",22422
"4381","ENSG00000187210",65750
"4382","ENSG00000111846",108033
"4383","ENSG00000176928",3435
"4384","ENSG00000124091",34433
"4385","ENSG00000137878",125653
"4386","ENSG00000174500",12464
"4387","ENSG00000169224",27397
"4388","ENSG00000140905",14428
"4390","ENSG00000104381",16717
"4391","ENSG00000196505",66195
"4392","ENSG00000006007",20435
"4393","ENSG00000266524",13350
"4394","ENSG00000135414",9601
"4395","ENSG00000203879",6555
"4396","ENSG00000057608",48326
"4397","ENSG00000153982",55502
"4398","ENSG00000158555",90914
"4399","ENSG00000183208",7825
"4400","ENSG00000092208",22689
"4401","ENSG00000179409",7840
"4402","ENSG00000082516",50800
"4403","ENSG00000152147",3779
"4404","ENSG00000142252",12264
"4405","ENSG00000046647",23190
"4406","ENSG00000178295",31455
"4407","ENSG00000239857",19880
"4408","ENSG00000127554",3600
"4409","ENSG00000162676",12115
"4410","ENSG00000165702",12986
"4411","ENSG00000168827",48043
"4412","ENSG00000164347",46011
"4413","ENSG00000145990",124282
"4414","ENSG00000141098",44837
"4415","ENSG00000198380",67485
"4416","ENSG00000100083",25090
"4417","ENSG00000103365",46952
"4418","ENSG00000125447",25750
"4419","ENSG00000134864",58628
"4420","ENSG00000006625",8220
"4421","ENSG00000115486",16679
"4422","ENSG00000137563",23971
"4423","ENSG00000179168",3676
"4424","ENSG00000278311",45539
"4425","ENSG00000152904",16091
"4426","ENSG00000100031",45254
"4427","ENSG00000099998",25488
"4428","ENSG00000131067",28138
"4430","ENSG00000167925",5445
"4431","ENSG00000165678",14126
"4432","ENSG00000112964",298103
"4433","ENSG00000157017",7197
"4434","ENSG00000240288",12497
"4435","ENSG00000141034",29107
"4436","ENSG00000101193",10386
"4437","ENSG00000146830",9740
"4438","ENSG00000204120",163274
"4439","ENSG00000213203",7723
"4440","ENSG00000281887",27092
"4441","ENSG00000106560",7934
"4442","ENSG00000133574",6583
"4443","ENSG00000133561",7272
"4444","ENSG00000171115",28521
"4445","ENSG00000145723",34138
"4446","ENSG00000055211",24539
"4447","ENSG00000101003",40868
"4448","ENSG00000131153",11308
"4449","ENSG00000181938",13750
"4450","ENSG00000147536",15840
"4451","ENSG00000123159",18390
"4452","ENSG00000137960",91523
"4453","ENSG00000108262",16123
"4454","ENSG00000139436",66587
"4455","ENSG00000152661",14128
"4456","ENSG00000187513",2749
"4458","ENSG00000164411",46299
"4459","ENSG00000182963",32363
"4460","ENSG00000198835",10112
"4461","ENSG00000183153",4040
"4462","ENSG00000198814",78101
"4463","ENSG00000175066",68080
"4464","ENSG00000165113",78416
"4465","ENSG00000102393",10222
"4466","ENSG00000170266",100594
"4467","ENSG00000163521",8628
"4468","ENSG00000149328",44450
"4469","ENSG00000106415",120335
"4470","ENSG00000138604",111571
"4471","ENSG00000119392",37609
"4472","ENSG00000090863",159716
"4473","ENSG00000111087",12129
"4474","ENSG00000250571",9494
"4475","ENSG00000139278",21203
"4476","ENSG00000122694",27161
"4477","ENSG00000126603",7373
"4478","ENSG00000174842",52611
"4479","ENSG00000124767",27250
"4480","ENSG00000167699",23022
"4481","ENSG00000173221",9024
"4482","ENSG00000023572",9649
"4483","ENSG00000108010",44007
"4484","ENSG00000182512",9732
"4485","ENSG00000115419",84723
"4486","ENSG00000135423",17445
"4488","ENSG00000016864",11544
"4489","ENSG00000139433",29545
"4494","ENSG00000148672",44817
"4495","ENSG00000291043",4068
"4496","ENSG00000135821",10502
"4497","ENSG00000168237",7436
"4498","ENSG00000140632",44099
"4499","ENSG00000196743",17340
"4500","ENSG00000087338",49909
"4501","ENSG00000112699",621833
"4502","ENSG00000162419",46875
"4503","ENSG00000101216",39426
"4504","ENSG00000197045",14535
"4505","ENSG00000130755",7727
"4506","ENSG00000089639",14170
"4507","ENSG00000112312",11166
"4508","ENSG00000144591",8131
"4509","ENSG00000173540",2452
"4510","ENSG00000137198",56969
"4511","ENSG00000100938",6799
"4512","ENSG00000163655",67195
"4513","ENSG00000088256",27046
"4514","ENSG00000146535",116218
"4515","ENSG00000120063",47513
"4516","ENSG00000156049",225237
"4517","ENSG00000060558",27575
"4518","ENSG00000127955",84585
"4519","ENSG00000114353",23139
"4520","ENSG00000065135",47268
"4521","ENSG00000156052",311028
"4522","ENSG00000087460",71455
"4523","ENSG00000128266",54552
"4524","ENSG00000078369",105801
"4525","ENSG00000185838",66528
"4526","ENSG00000172354",5429
"4528","ENSG00000111664",7182
"4529","ENSG00000114450",55495
"4530","ENSG00000069966",70442
"4531","ENSG00000159921",62614
"4532","ENSG00000242616",8675
"4533","ENSG00000127920",4810
"4534","ENSG00000186469",109496
"4535","ENSG00000162188",1612
"4536","ENSG00000174021",8256
"4537","ENSG00000176533",191528
"4538","ENSG00000167083",4340
"4539","ENSG00000204590",16216
"4540","ENSG00000134697",29173
"4541","ENSG00000163938",8574
"4542","ENSG00000130119",37076
"4543","ENSG00000115523",4461
"4544","ENSG00000124713",3118
"4546","ENSG00000116906",36800
"4547","ENSG00000113552",12386
"4548","ENSG00000163281",24839
"4549","ENSG00000100522",16475
"4550","ENSG00000111670",85370
"4551","ENSG00000090581",11452
"4552","ENSG00000147437",5782
"4553","ENSG00000109163",18705
"4554","ENSG00000211451",6256
"4555","ENSG00000135677",46004
"4556","ENSG00000136935",62813
"4557","ENSG00000167110",20160
"4558","ENSG00000290571",16946
"4559","ENSG00000090615",59931
"4560","ENSG00000144674",123688
"4561","ENSG00000066455",45654
"4562","ENSG00000184206",9595
"4564","ENSG00000147533",20418
"4565","ENSG00000175265",58397
"4566","ENSG00000215252",58287
"4567","ENSG00000278429",13353
"4568","ENSG00000261247",11405
"4569","ENSG00000173230",86568
"4570","ENSG00000173905",85763
"4571","ENSG00000135052",74058
"4572","ENSG00000113384",49601
"4573","ENSG00000143457",50971
"4574","ENSG00000111711",16638
"4575","ENSG00000116580",107462
"4576","ENSG00000047932",42272
"4577","ENSG00000120370",21711
"4578","ENSG00000114745",11039
"4579","ENSG00000115806",38695
"4580","ENSG00000108587",49406
"4581","ENSG00000108433",18247
"4582","ENSG00000120053",33903
"4583","ENSG00000125166",27211
"4584","ENSG00000185245",2733
"4585","ENSG00000203618",1231
"4586","ENSG00000088053",24557
"4587","ENSG00000169704",1608
"4588","ENSG00000143167",37786
"4589","ENSG00000197858",3595
"4590","ENSG00000119927",33915
"4591","ENSG00000204438",5054
"4592","ENSG00000186281",13033
"4593","ENSG00000076650",49532
"4594","ENSG00000152133",12144
"4595","ENSG00000092978",200575
"4596","ENSG00000089916",50875
"4597","ENSG00000198746",9983
"4598","ENSG00000160818",7179
"4599","ENSG00000186566",108312
"4600","ENSG00000179921",2844
"4601","ENSG00000062194",90731
"4602","ENSG00000159592",59326
"4603","ENSG00000063660",32380
"4604","ENSG00000213420",7761
"4605","ENSG00000179399",1468552
"4606","ENSG00000183098",1181195
"4607","ENSG00000125772",66592
